Month_of_Price,County,Fuel,Price,PhysicalUnit
11/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.814,Dollars
11/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,4.006,Dollars
11/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.106,Dollars
11/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.196,Dollars
11/01/2011 12:00:00 AM,Honolulu,Diesel,4.704,Dollars
11/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.43,Dollars
11/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.515,Dollars
11/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.602,Dollars
11/01/2011 12:00:00 AM,Wailuku,Diesel,4.954,Dollars
11/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.306,Dollars
11/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.398,Dollars
11/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.54,Dollars
11/01/2011 12:00:00 AM,Hilo,Diesel,5.002,Dollars
12/01/2011 12:00:00 AM,US,Gasoline - Regular,3.256,Dollars
12/01/2011 12:00:00 AM,US,Gasoline - Midgrade,3.4,Dollars
12/01/2011 12:00:00 AM,US,Gasoline - Premium,3.536,Dollars
12/01/2011 12:00:00 AM,US,Diesel,3.875,Dollars
12/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.048,Dollars
12/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.122,Dollars
12/01/2011 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.208,Dollars
12/01/2011 12:00:00 AM,State of Hawaii,Diesel,4.788,Dollars
12/01/2011 12:00:00 AM,Honolulu,Gasoline - Regular,3.906,Dollars
12/01/2011 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.007,Dollars
12/01/2011 12:00:00 AM,Honolulu,Gasoline - Premium,4.096,Dollars
12/01/2011 12:00:00 AM,Honolulu,Diesel,4.684,Dollars
12/01/2011 12:00:00 AM,Wailuku,Gasoline - Regular,4.37,Dollars
12/01/2011 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.455,Dollars
12/01/2011 12:00:00 AM,Wailuku,Gasoline - Premium,4.527,Dollars
12/01/2011 12:00:00 AM,Wailuku,Diesel,4.942,Dollars
12/01/2011 12:00:00 AM,Hilo,Gasoline - Regular,4.225,Dollars
12/01/2011 12:00:00 AM,Hilo,Gasoline - Midgrade,4.324,Dollars
12/01/2011 12:00:00 AM,Hilo,Gasoline - Premium,4.44,Dollars
12/01/2011 12:00:00 AM,Hilo,Diesel,4.904,Dollars
01/01/2012 12:00:00 AM,US,Gasoline - Regular,3.376,Dollars
01/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.51,Dollars
01/01/2012 12:00:00 AM,US,Gasoline - Premium,3.647,Dollars
01/01/2012 12:00:00 AM,US,Diesel,3.86,Dollars
01/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.061,Dollars
01/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.136,Dollars
01/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.226,Dollars
01/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.786,Dollars
01/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,3.917,Dollars
01/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.017,Dollars
01/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.106,Dollars
01/01/2012 12:00:00 AM,Honolulu,Diesel,4.677,Dollars
01/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.375,Dollars
01/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.465,Dollars
01/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,4.549,Dollars
01/01/2012 12:00:00 AM,Wailuku,Diesel,4.981,Dollars
01/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.24,Dollars
01/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.333,Dollars
01/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.444,Dollars
01/01/2012 12:00:00 AM,Hilo,Diesel,4.891,Dollars
02/01/2012 12:00:00 AM,US,Gasoline - Regular,3.559,Dollars
02/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.691,Dollars
02/01/2012 12:00:00 AM,US,Gasoline - Premium,3.825,Dollars
02/01/2012 12:00:00 AM,US,Diesel,3.945,Dollars
02/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.226,Dollars
02/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.302,Dollars
02/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.395,Dollars
02/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.816,Dollars
02/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.101,Dollars
02/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.201,Dollars
02/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.29,Dollars
02/01/2012 12:00:00 AM,Honolulu,Diesel,4.688,Dollars
02/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.44,Dollars
02/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.526,Dollars
02/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,4.614,Dollars
02/01/2012 12:00:00 AM,Wailuku,Diesel,5.022,Dollars
02/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.411,Dollars
02/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.514,Dollars
02/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.615,Dollars
02/01/2012 12:00:00 AM,Hilo,Diesel,4.946,Dollars
03/01/2012 12:00:00 AM,US,Gasoline - Regular,3.835,Dollars
03/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.978,Dollars
03/01/2012 12:00:00 AM,US,Gasoline - Premium,4.11,Dollars
03/01/2012 12:00:00 AM,US,Diesel,4.125,Dollars
03/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.474,Dollars
03/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.561,Dollars
03/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.656,Dollars
03/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.962,Dollars
03/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.355,Dollars
03/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.455,Dollars
03/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.548,Dollars
03/01/2012 12:00:00 AM,Honolulu,Diesel,4.792,Dollars
03/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.615,Dollars
03/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.705,Dollars
03/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,4.801,Dollars
03/01/2012 12:00:00 AM,Wailuku,Diesel,5.13,Dollars
03/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.639,Dollars
03/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.717,Dollars
03/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.827,Dollars
03/01/2012 12:00:00 AM,Hilo,Diesel,5.08,Dollars
04/01/2012 12:00:00 AM,US,Gasoline - Regular,3.886,Dollars
04/01/2012 12:00:00 AM,US,Gasoline - Midgrade,4.024,Dollars
04/01/2012 12:00:00 AM,US,Gasoline - Premium,4.157,Dollars
04/01/2012 12:00:00 AM,US,Diesel,4.137,Dollars
04/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.607,Dollars
04/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.694,Dollars
04/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.787,Dollars
04/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.996,Dollars
04/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.473,Dollars
04/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.574,Dollars
04/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.666,Dollars
04/01/2012 12:00:00 AM,Honolulu,Diesel,4.831,Dollars
04/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.861,Dollars
04/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.95,Dollars
04/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,5.04,Dollars
04/01/2012 12:00:00 AM,Wailuku,Diesel,5.149,Dollars
04/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.746,Dollars
04/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.837,Dollars
04/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.94,Dollars
04/01/2012 12:00:00 AM,Hilo,Diesel,5.151,Dollars
05/01/2012 12:00:00 AM,US,Gasoline - Regular,3.711,Dollars
05/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.871,Dollars
05/01/2012 12:00:00 AM,US,Gasoline - Premium,4.009,Dollars
05/01/2012 12:00:00 AM,US,Diesel,4.017,Dollars
05/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.547,Dollars
05/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.627,Dollars
05/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.714,Dollars
05/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.974,Dollars
05/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.4,Dollars
05/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.502,Dollars
05/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.593,Dollars
05/01/2012 12:00:00 AM,Honolulu,Diesel,4.819,Dollars
05/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.891,Dollars
05/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.978,Dollars
05/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,5.067,Dollars
05/01/2012 12:00:00 AM,Wailuku,Diesel,5.132,Dollars
05/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.686,Dollars
05/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.778,Dollars
05/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.879,Dollars
05/01/2012 12:00:00 AM,Hilo,Diesel,5.104,Dollars
06/01/2012 12:00:00 AM,US,Gasoline - Regular,3.489,Dollars
06/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.654,Dollars
06/01/2012 12:00:00 AM,US,Gasoline - Premium,3.789,Dollars
06/01/2012 12:00:00 AM,US,Diesel,3.782,Dollars
06/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.408,Dollars
06/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.501,Dollars
06/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.587,Dollars
06/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.846,Dollars
06/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.267,Dollars
06/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.372,Dollars
06/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.461,Dollars
06/01/2012 12:00:00 AM,Honolulu,Diesel,4.755,Dollars
06/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.82,Dollars
06/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.906,Dollars
06/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,4.996,Dollars
06/01/2012 12:00:00 AM,Wailuku,Diesel,4.936,Dollars
06/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.475,Dollars
06/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.577,Dollars
06/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.672,Dollars
06/01/2012 12:00:00 AM,Hilo,Diesel,4.886,Dollars
07/01/2012 12:00:00 AM,US,Gasoline - Regular,3.356,Dollars
07/01/2012 12:00:00 AM,US,Gasoline - Midgrade,3.513,Dollars
07/01/2012 12:00:00 AM,US,Gasoline - Premium,3.648,Dollars
07/01/2012 12:00:00 AM,US,Diesel,3.664,Dollars
07/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Regular,4.237,Dollars
07/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Midgrade,4.339,Dollars
07/01/2012 12:00:00 AM,State of Hawaii,Gasoline - Premium,4.421,Dollars
07/01/2012 12:00:00 AM,State of Hawaii,Diesel,4.749,Dollars
07/01/2012 12:00:00 AM,Honolulu,Gasoline - Regular,4.152,Dollars
07/01/2012 12:00:00 AM,Honolulu,Gasoline - Midgrade,4.258,Dollars
07/01/2012 12:00:00 AM,Honolulu,Gasoline - Premium,4.344,Dollars
07/01/2012 12:00:00 AM,Honolulu,Diesel,4.727,Dollars
07/01/2012 12:00:00 AM,Wailuku,Gasoline - Regular,4.517,Dollars
07/01/2012 12:00:00 AM,Wailuku,Gasoline - Midgrade,4.616,Dollars
07/01/2012 12:00:00 AM,Wailuku,Gasoline - Premium,4.699,Dollars
07/01/2012 12:00:00 AM,Wailuku,Diesel,4.728,Dollars
07/01/2012 12:00:00 AM,Hilo,Gasoline - Regular,4.198,Dollars
07/01/2012 12:00:00 AM,Hilo,Gasoline - Midgrade,4.297,Dollars
07/01/2012 12:00:00 AM,Hilo,Gasoline - Premium,4.383,Dollars
07/01/2012 12:00:00 AM,Hilo,Diesel,4.723,Dollars
